Median_House_Value,Median_Income,Median_Age,Tot_Rooms,Latitude,Distance_to_coast
154900.0,4.4375,13,705,32.69,8550.35955841357
158900.0,5.1305,9,521,32.69,8550.35955841357
109900.0,2.2866,19,2304,32.7,11532.9011057395
115800.0,3.5437,27,1790,32.69,10185.3428405504
156900.0,4.419,7,9311,32.7,10726.8377432514
142200.0,5.0827,18,1475,32.68,7180.87944020455
125800.0,2.85,38,1481,32.68,8015.87428900959
125000.0,2.0959,36,3815,32.68,8015.87428900959
144300.0,3.625,21,991,32.69,9356.74973309674
113500.0,2.375,41,2665,32.68,8015.87428900959
125000.0,4.0505,29,4047,32.67,7607.41046164765
129800.0,3.9922,35,3414,32.68,8871.07514505132
137800.0,3.9646,32,4227,32.67,8503.88404629543
150400.0,3.5664,19,1469,32.68,8871.07514505132
153800.0,5.4863,16,2168,32.67,8503.88404629543
234600.0,5.6889,33,3425,32.66,7346.01991029754
133400.0,3.5066,24,2587,32.66,7346.01991029754
303900.0,4.1442,22,3362,32.66,9198.19847188986
266600.0,5.3505,15,5094,32.67,10317.9891086309
267400.0,5.7192,14,3986,32.68,11512.4414822695
143800.0,3.16,14,1689,32.69,9356.74973309674
165100.0,3.2174,15,1828,32.68,8871.07514505132
89300.0,4.0,13,2132,32.68,9741.16164748495
152700.0,5.0947,14,1320,32.68,9741.16164748495
137500.0,4.0668,14,3464,32.67,9408.08760368846
158900.0,3.02,9,3417,32.69,10185.3428405504
125000.0,3.775,9,3087,32.68,9741.16164748495
115000.0,4.375,11,1875,32.68,9741.16164748495
132200.0,3.3553,7,2327,32.7,13196.5797365061
135000.0,4.436,7,6055,32.69,11890.4614409571
179400.0,5.0829,5,3201,32.69,11031.1367532848
156100.0,4.6648,10,901,32.69,11031.1367532848
175500.0,4.5662,8,2460,32.69,11031.1367532848
106300.0,1.5,12,3375,32.71,8089.31415371762
84200.0,1.4583,15,869,32.7,7185.62445723999
94200.0,1.4089,22,2409,32.7,7185.62445723999
108000.0,1.3269,18,1645,32.69,6348.40579560621
108300.0,3.1833,20,1102,32.69,6348.40579560621
83100.0,1.2413,11,3071,32.69,5733.36246635121
95600.0,3.6042,28,633,32.7,6648.55021202516
86300.0,1.5057,42,2002,32.7,6648.55021202516
92600.0,2.085,9,1931,32.71,7616.28891037487
124100.0,2.8942,26,3114,32.73,9941.93902866957
137200.0,2.2024,5,1615,32.72,8610.26987121586
102500.0,2.0938,39,1273,32.72,9039.5613863088
111800.0,1.6944,33,1096,32.72,9039.5613863088
120300.0,3.5789,28,3109,32.73,9941.93902866957
96800.0,2.5559,29,2238,32.71,8089.31415371762
86900.0,1.7075,29,3422,32.71,7616.28891037487
87900.0,1.75,25,939,32.71,7616.28891037487
88600.0,1.9583,25,1491,32.72,7768.51131434971
85900.0,1.7,30,1729,32.71,7233.99227932406
79400.0,1.7402,34,2028,32.7,6206.88097966973
83300.0,1.8125,37,2045,32.7,6206.88097966973
86400.0,1.4856,33,1980,32.7,6206.88097966973
90500.0,1.3194,14,819,32.7,5882.14702407081
84100.0,1.8187,36,1011,32.7,5882.14702407081
83200.0,1.1818,29,1040,32.71,7233.99227932406
87200.0,2.2102,37,1269,32.69,5733.36246635121
98000.0,2.0547,35,1292,32.69,5733.36246635121
93400.0,1.9425,36,1421,32.69,5214.68703786203
91800.0,2.09,34,1144,32.69,5214.68703786203
86300.0,1.5933,37,2395,32.69,5214.68703786203
86500.0,2.725,39,395,32.69,5214.68703786203
93800.0,1.0658,46,200,32.69,4823.56749646197
88500.0,2.0673,37,1082,32.69,4823.56749646197
65700.0,1.0531,38,818,32.7,5882.14702407081
78100.0,1.1681,37,1361,32.7,5882.14702407081
90100.0,1.043,36,1469,32.69,4592.70864258451
75600.0,1.875,48,786,32.7,5205.84824527432
78900.0,0.8991,42,1210,32.7,5205.84824527432
80200.0,1.4632,38,1445,32.7,5205.84824527432
70200.0,1.9509,35,1179,32.7,5205.84824527432
78500.0,1.9286,33,1256,32.71,6450.93363264997
82700.0,1.1563,38,993,32.71,5597.1751268268
87500.0,1.2614,42,1145,32.71,5597.1751268268
83300.0,1.5474,44,1697,32.71,5597.1751268268
120300.0,1.901,32,2197,32.72,6166.74506336894
111300.0,0.6433,24,421,32.71,6450.93363264997
137500.0,1.8299,9,2436,32.72,6166.74506336894
117900.0,1.975,19,1341,32.72,6166.74506336894
159100.0,3.37,36,6096,32.72,6950.8105387751
168800.0,3.5156,50,2307,32.73,7581.94244100844
175400.0,3.4151,52,3976,32.73,7581.94244100844
170100.0,2.6604,46,3355,32.74,7671.25027065598
240900.0,5.454,52,1148,32.73,6870.36984313573
213100.0,3.6058,52,2676,32.73,6870.36984313573
203200.0,2.625,50,1527,32.74,7671.25027065598
145000.0,2.1513,43,2706,32.73,6870.36984313573
140600.0,2.4821,43,2160,32.72,6166.74506336894
199100.0,2.7083,52,1560,32.72,6166.74506336894
221100.0,2.2429,52,1911,32.73,6870.36984313573
139100.0,2.2804,42,1558,32.72,5430.90238583495
126600.0,1.758,17,1285,32.72,6166.74506336894
139400.0,2.1164,34,1694,32.71,4774.24013376916
103100.0,1.8456,32,719,32.71,4774.24013376916
168800.0,2.0529,43,1073,32.72,5430.90238583495
156300.0,1.6156,45,1140,32.72,5430.90238583495
160400.0,2.1199,34,2533,32.72,5430.90238583495
106300.0,1.6011,52,1225,32.71,4774.24013376916
100000.0,1.2375,52,979,32.71,4774.24013376916
87500.0,1.5594,52,800,32.71,4774.24013376916
91100.0,1.8696,52,500,32.71,4774.24013376916
81500.0,1.825,37,1220,32.71,5597.1751268268
81300.0,1.6953,35,614,32.71,5597.1751268268
72000.0,1.2841,43,966,32.71,4774.24013376916
82900.0,1.7642,39,1647,32.71,4774.24013376916
77300.0,1.6023,32,1280,32.7,4308.70038263983
78800.0,2.5588,35,365,32.7,5205.84824527432
87000.0,2.1875,43,1126,32.7,4308.70038263983
92500.0,1.2188,40,1227,32.7,4308.70038263983
82700.0,1.5729,36,633,32.7,4308.70038263983
86500.0,1.8008,48,510,32.7,4308.70038263983
89400.0,1.9338,44,658,32.7,4308.70038263983
90000.0,0.9589,47,552,32.7,4308.70038263983
162500.0,1.3657,50,475,32.7,3432.24607494518
87500.0,1.3125,52,402,32.71,4001.19271871717
86300.0,1.2863,52,458,32.7,3432.24607494518
137500.0,1.6607,52,217,32.71,4001.19271871717
137500.0,1.2292,52,344,32.72,4765.67260368324
162500.0,0.9142,52,788,32.72,4204.70553785113
22500.0,1.0918,52,845,32.71,3313.13935912626
325000.0,1.3092,5,2508,32.71,3313.13935912626
205000.0,4.2375,7,2493,32.71,2774.06139470817
187500.0,0.7685,39,311,32.71,2774.06139470817
137500.0,4.0,26,450,32.73,6218.43184380763
250000.0,1.3071,51,1321,32.72,4765.67260368324
162500.0,1.0391,24,1232,32.72,4204.70553785113
200000.0,1.9597,52,1218,32.73,5182.18748687696
225000.0,1.2668,27,1245,32.72,4204.70553785113
116700.0,1.815,52,408,32.73,4855.34004912861
262500.0,1.5909,44,626,32.72,3794.52772460305
112500.0,2.0972,52,1682,32.73,5182.18748687696
195800.0,1.9203,52,1863,32.73,5182.18748687696
215000.0,2.4069,52,1578,32.73,4855.34004912861
418800.0,3.0571,49,1815,32.74,6205.11465489044
466700.0,3.1979,43,1437,32.74,6205.11465489044
361500.0,3.7039,39,3803,32.74,5934.90317033926
289400.0,2.9422,38,5054,32.74,5934.90317033926
112500.0,1.6591,52,55,32.73,4855.34004912861
255000.0,2.4,40,581,32.76,8160.96875669015
258300.0,2.5882,33,1115,32.75,6930.78979747364
191700.0,3.175,20,1165,32.74,5804.59210311196
162500.0,0.536,52,25,32.75,6930.78979747364
300000.0,1.0612,15,1716,32.75,7329.97726360746
87500.0,2.2982,45,3025,32.74,6293.44480834687
262100.0,2.8043,27,2072,32.75,7329.97726360746
225000.0,2.9735,24,3914,32.75,7694.18682736177
125000.0,2.6121,26,696,32.75,7694.18682736177
101800.0,3.1389,23,2415,32.75,7320.89508084379
162000.0,3.8036,26,617,32.75,7694.18682736177
159800.0,3.3456,11,4304,32.75,7320.89508084379
334500.0,6.9322,52,1245,32.74,6293.44480834687
345700.0,7.4029,52,1283,32.74,6714.16455735107
345200.0,7.2758,52,1260,32.74,6714.16455735107
287500.0,2.4016,41,2621,32.74,6714.16455735107
291000.0,4.5878,34,6001,32.75,7694.18682736177
291400.0,3.8409,38,3966,32.73,5782.0725160163
240200.0,2.5259,35,2914,32.73,6376.23061450036
269700.0,2.7273,44,1168,32.73,6376.23061450036
244200.0,2.1635,43,952,32.72,5610.91310002881
263800.0,4.1806,44,1404,32.74,7232.09166453151
297700.0,5.5289,43,2216,32.74,7827.95502761858
388300.0,5.9113,37,2260,32.73,7044.93104212145
441400.0,7.5557,36,2052,32.73,6376.23061450036
500001.0,3.2361,38,2827,32.72,5610.91310002881
500001.0,6.6661,32,4164,32.71,5123.78267614909
466700.0,7.5925,39,3089,32.72,6233.90270185712
396400.0,6.6013,39,3819,32.72,6233.90270185712
383600.0,4.9125,38,1840,32.73,7362.89413750927
345800.0,6.5319,36,2632,32.72,6255.47631736988
496400.0,6.597,33,1677,32.72,6255.47631736988
400000.0,6.3331,37,2224,32.73,7362.89413750927
358600.0,4.8684,44,1934,32.73,8094.93342058843
247700.0,2.7515,33,4168,32.74,7417.56424707344
288200.0,2.6962,36,3548,32.74,7616.36564240002
286800.0,2.9904,36,1830,32.74,7616.36564240002
257100.0,2.8007,40,2186,32.74,7616.36564240002
298600.0,4.0268,44,1686,32.74,7827.95502761858
321800.0,4.0862,44,1488,32.74,7827.95502761858
367400.0,4.5938,39,1688,32.73,7362.89413750927
137500.0,3.4286,5,1824,32.75,7320.89508084379
165000.0,2.4779,21,2050,32.75,7320.89508084379
179200.0,4.6354,16,735,32.74,7232.09166453151
169800.0,4.8167,16,1953,32.74,7232.09166453151
238200.0,4.1339,35,2615,32.74,7232.09166453151
284900.0,4.05,45,1718,32.74,7827.95502761858
252700.0,2.9896,36,2831,32.75,6881.50885739009
220600.0,2.3042,36,1856,32.75,6881.50885739009
226000.0,2.79,41,1989,32.75,6881.50885739009
248200.0,2.6625,36,1240,32.74,7616.36564240002
208300.0,2.2017,32,3551,32.75,6546.9755755013
205800.0,1.7622,36,1929,32.75,6546.9755755013
231300.0,2.2042,33,1980,32.75,6881.50885739009
216700.0,2.4672,37,1189,32.75,6546.9755755013
266700.0,2.2328,34,981,32.75,6314.62259984947
340400.0,2.375,37,1467,32.79,2647.06747159436
328600.0,1.8365,43,906,32.79,2647.06747159436
291700.0,2.7857,36,1527,32.78,3501.66439660996
350000.0,2.45,21,1479,32.78,3501.66439660996
500000.0,4.3403,38,1267,32.77,4123.28073232193
362500.0,3.18,32,2021,32.77,4470.92866864266
385300.0,4.0313,35,2494,32.77,4470.92866864266
452600.0,4.9125,38,2331,32.76,5494.507715893
175000.0,3.4527,22,2020,32.78,5565.64150932616
238000.0,3.5484,23,2578,32.79,4211.26561564719
266700.0,3.625,28,2453,32.79,4211.26561564719
356500.0,4.6293,35,1649,32.78,4794.85679531839
342200.0,4.1742,44,2172,32.78,4092.97133890419
241700.0,4.1652,17,1149,32.79,3390.75539375267
275000.0,3.4306,18,2539,32.79,3390.75539375267
245800.0,3.1838,20,961,32.79,3390.75539375267
212500.0,2.6902,25,2135,32.79,3390.75539375267
193800.0,3.2625,18,1741,32.79,3390.75539375267
137500.0,1.7273,19,786,32.8,5715.474233258
183300.0,2.93,23,1906,32.8,4789.11729179313
190600.0,2.3482,22,2981,32.8,3866.74624612748
244400.0,2.4643,27,1297,32.8,3866.74624612748
270000.0,3.8026,28,1508,32.81,3826.42875627257
362500.0,3.7813,21,1703,32.81,4756.52990910365
270600.0,3.2663,37,1096,32.8,2055.51480611687
258300.0,2.5568,32,1601,32.8,2055.51480611687
253100.0,2.5813,30,2061,32.8,2055.51480611687
212500.0,2.9781,31,2182,32.8,2055.51480611687
275000.0,3.0774,27,848,32.79,2647.06747159436
317100.0,3.6429,25,1627,32.79,2647.06747159436
193800.0,3.5486,20,1838,32.8,1112.82953689209
229400.0,3.225,21,2429,32.8,3866.74624612748
216100.0,2.6403,31,1403,32.8,3866.74624612748
241700.0,3.0293,28,3379,32.8,3866.74624612748
234800.0,2.9258,26,3433,32.8,2952.09960444586
187500.0,2.1357,28,1072,32.8,2952.09960444586
112500.0,3.8018,18,2205,32.8,2952.09960444586
210000.0,2.288,19,1863,32.8,2952.09960444586
276300.0,2.4671,30,1917,32.8,2952.09960444586
238200.0,3.101,29,3376,32.8,2952.09960444586
307400.0,3.3942,32,2402,32.81,1978.93362785539
275000.0,4.2296,35,2281,32.8,2055.51480611687
295500.0,3.3274,26,2442,32.8,2055.51480611687
227800.0,2.8421,25,2076,32.81,1083.4294741003
290600.0,2.3284,30,1328,32.81,1083.4294741003
326500.0,2.92,37,1616,32.81,1083.4294741003
500001.0,6.9553,35,1878,32.81,1851.50343581968
450000.0,3.744,30,1446,32.8,1217.56876720927
332400.0,5.4103,33,1588,32.81,2899.21095886514
394400.0,6.5881,34,2420,32.81,2899.21095886514
311900.0,3.9187,39,1846,32.81,1978.93362785539
376000.0,3.2109,34,1655,32.84,3753.65086154438
360300.0,2.9306,41,1420,32.84,3852.40915051985
410000.0,3.875,39,1877,32.83,2641.94058274925
500000.0,3.7306,34,2392,32.83,2780.48486803569
500001.0,4.1477,38,2367,32.83,4523.69287687936
500001.0,4.1793,35,2908,32.82,1530.57755027078
405200.0,4.5083,42,2820,32.82,1530.57755027078
500001.0,10.0,42,2785,32.82,3978.45859342032
488900.0,2.3187,34,2105,32.85,2921.53923493113
381300.0,3.7596,21,2455,32.84,3852.40915051985
475000.0,4.425,26,1373,32.85,2921.53923493113
500001.0,3.1324,28,2334,32.85,4883.08261870097
422200.0,5.9359,24,3271,32.81,3826.42875627257
406300.0,8.1844,22,3205,32.81,3826.42875627257
392300.0,7.2559,20,2467,32.82,3250.97192675803
500001.0,10.0,19,1759,32.84,3751.50109797966
500001.0,8.2374,30,3652,32.85,2630.95364308072
500001.0,10.0,17,2075,32.83,3273.65842337632
500001.0,6.1025,26,3940,32.84,3753.65086154438
205000.0,1.858,18,5566,32.88,2514.73196725509
274400.0,4.6875,26,1647,32.85,4232.70852101224
363600.0,8.051,19,2691,32.84,4993.75443488754
316700.0,6.3955,25,4229,32.85,3542.62262444885
326000.0,6.5382,24,3596,32.86,4525.1018267645
260700.0,5.3693,26,1352,32.86,4525.1018267645
277800.0,4.2065,15,2593,32.85,5002.6241019813
277500.0,5.4067,26,2012,32.85,5002.6241019813
445700.0,7.4351,18,3109,32.83,3899.36852942419
474000.0,7.8013,19,5255,32.82,2465.78136805548
500001.0,9.5245,23,6139,32.82,2465.78136805548
500001.0,10.0,24,1663,32.83,2824.02157149431
500001.0,8.496,34,5846,32.82,1827.02694829883
500001.0,8.0639,35,1420,32.83,2641.94058274925
500001.0,6.8322,25,2355,32.92,3279.87437627484
500001.0,10.0,30,1670,32.86,1582.89215226712
500001.0,5.1023,25,2911,32.86,1582.89215226712
500001.0,7.2821,27,2530,32.86,1582.89215226712
500001.0,5.3787,42,1761,32.85,2630.95364308072
388500.0,6.7587,18,3117,32.85,2988.19491667731
500001.0,10.0,22,3479,32.85,2988.19491667731
272400.0,6.1805,18,4231,32.86,6318.98302218267
267400.0,5.2113,19,3716,32.86,6318.98302218267
295300.0,4.7891,22,3501,32.85,5820.77782096582
213500.0,2.4207,26,2298,32.85,5820.77782096582
417500.0,5.102,15,2895,32.85,6669.44082742243
204200.0,3.0104,15,2290,32.87,2434.42957856825
188300.0,5.2326,16,1675,32.86,2828.75946374325
180100.0,3.6083,15,1199,32.86,2828.75946374325
209800.0,5.0855,15,1703,32.86,2828.75946374325
100000.0,3.045,16,1200,32.86,2828.75946374325
196800.0,5.417,11,3123,32.87,2434.42957856825
148600.0,3.2794,16,2800,32.86,4525.1018267645
171000.0,3.35,14,3512,32.87,3360.19105220788
280800.0,3.6287,4,16289,32.86,3656.08008769587
176600.0,3.8542,5,3511,32.87,3360.19105220788
156100.0,3.3176,14,3114,32.89,4654.52621460072
267000.0,3.9356,4,4308,32.86,5415.78755535124
254400.0,4.1429,12,1428,32.87,4289.48798238046
169300.0,4.875,15,1613,32.91,10680.3672068061
174800.0,4.9464,14,1259,32.91,10680.3672068061
214600.0,6.0891,5,1619,32.91,9823.59576307705
183200.0,4.8229,10,2349,32.91,10680.3672068061
176100.0,4.2008,12,1681,32.9,10308.4714153893
189100.0,4.3598,5,8576,32.89,9130.2029569665
114600.0,2.8728,8,3405,32.91,13312.9059557109
196300.0,3.6111,15,1450,32.91,12427.2064233371
151200.0,4.2969,16,3230,32.91,12427.2064233371
154700.0,4.0,16,2715,32.91,12427.2064233371
160300.0,3.7837,14,3014,32.91,11549.071491714
162100.0,4.2234,16,3217,32.9,11206.1399189576
175200.0,3.7156,15,2785,32.9,12109.2673695463
92500.0,2.8588,14,3249,32.9,13016.7175495393
138200.0,4.6667,13,1743,32.9,13016.7175495393
169600.0,4.2614,16,2173,32.92,12587.5984854474
163400.0,3.6196,17,1481,32.92,12587.5984854474
106300.0,3.2151,7,1308,32.92,11668.3828155685
132500.0,3.814,6,3069,32.92,11668.3828155685
184700.0,4.9706,15,3242,32.92,11668.3828155685
191100.0,4.7266,16,1580,32.92,12587.5984854474
192300.0,5.5036,16,1565,32.92,12587.5984854474
180400.0,4.9375,15,4846,32.94,12410.8056811134
195500.0,5.3062,16,2918,32.93,12449.9573105812
171200.0,4.2109,14,1946,32.93,11519.8732207399
166700.0,4.0521,12,1474,32.93,11519.8732207399
171100.0,4.5086,16,2412,32.93,11519.8732207399
218900.0,5.3625,7,1427,32.93,13380.4824489545
185300.0,5.1433,16,2718,32.93,10590.3463931738
174400.0,5.2864,15,1558,32.92,11668.3828155685
168300.0,4.4615,16,1972,32.92,10751.5948609477
182900.0,4.9024,16,2366,32.92,10751.5948609477
168300.0,4.5221,16,2969,32.92,10751.5948609477
210700.0,5.196,4,15025,32.92,8024.11198433153
406200.0,6.6199,18,4773,32.96,2643.99799250489
500001.0,5.8343,15,1036,32.95,1269.03334366329
500001.0,6.9794,15,1882,32.95,1269.03334366329
425900.0,6.7694,16,4755,32.94,1218.32685659614
370500.0,5.9806,15,1804,32.94,1218.32685659614
329300.0,5.9547,18,1591,32.95,2476.54209552911
294400.0,5.2648,12,2165,32.94,2148.68416574255
271900.0,6.4321,5,2276,32.98,13223.5899920049
249500.0,6.4696,10,3486,32.97,12881.9732494355
260900.0,6.3237,4,19001,32.95,7842.0823056052
241500.0,6.3721,12,5949,32.96,11713.8209607081
240200.0,6.712,15,2267,32.96,12629.3308031857
337000.0,7.6348,4,6423,32.98,5051.70125448181
467600.0,8.4355,3,6251,32.96,5474.11542721311
322500.0,6.357,4,18123,32.95,4197.87656480982
176900.0,3.7841,34,2936,32.83,5424.11533049983
190200.0,5.4605,31,3958,32.83,5424.11533049983
237300.0,5.7451,17,1124,32.83,5424.11533049983
200400.0,3.4318,31,2558,32.83,5424.11533049983
183900.0,3.5234,35,756,32.82,4978.59126703545
187700.0,4.55,34,3353,32.84,6395.70291908263
181400.0,3.2583,32,2033,32.84,6395.70291908263
182100.0,4.5402,34,2158,32.84,5661.16695040941
176000.0,2.5909,36,1089,32.83,7099.39708771313
166000.0,3.5078,36,1475,32.83,6256.8956940632
199600.0,4.1806,28,3241,32.83,6256.8956940632
162500.0,3.4482,35,2259,32.83,6256.8956940632
184800.0,4.3862,33,4773,32.81,5688.10015389407
212000.0,3.8529,31,2035,32.82,5874.96235725645
283800.0,5.2837,27,1318,32.81,5688.10015389407
303100.0,3.7963,22,3738,32.82,4978.59126703545
362500.0,3.5078,24,730,32.81,4756.52990910365
161400.0,2.8472,35,1377,32.83,7099.39708771313
171600.0,3.9464,35,1217,32.82,6781.64320559768
172300.0,3.337,35,2772,32.82,6781.64320559768
208200.0,5.0465,34,3850,32.82,7694.99035140485
204000.0,5.253,35,1074,32.82,7694.99035140485
192900.0,4.9219,35,2197,32.82,7694.99035140485
175900.0,3.6667,31,3064,32.84,7990.76684596065
165100.0,3.5606,30,2290,32.84,7990.76684596065
167800.0,4.2768,32,1351,32.84,7990.76684596065
197100.0,5.5277,30,2492,32.84,7176.78180265386
172000.0,3.875,35,2263,32.84,7176.78180265386
184100.0,3.375,23,2105,32.83,8564.54105950929
169800.0,4.0114,30,2288,32.83,7810.49388399129
173300.0,4.3317,30,3225,32.83,7810.49388399129
212500.0,5.3538,24,3541,32.83,9351.15423051073
198100.0,2.7401,24,1623,32.82,9534.00913118732
197600.0,3.0375,21,2869,32.82,9534.00913118732
182800.0,4.2708,27,2346,32.83,8564.54105950929
162000.0,3.9265,31,1772,32.83,8564.54105950929
188000.0,4.6875,28,2291,32.82,10457.5136383092
184100.0,4.739,26,2424,32.81,9420.34904212671
185700.0,5.0603,26,788,32.81,9420.34904212671
179500.0,3.1032,19,6823,32.81,8486.78520859568
187500.0,3.1146,24,1569,32.82,9534.00913118732
159000.0,2.2899,14,4328,32.81,10354.0965428228
172400.0,3.6806,35,1213,32.81,10354.0965428228
159700.0,3.0625,37,422,32.8,10369.566003906
177800.0,2.5,22,2259,32.8,10369.566003906
176300.0,3.6371,34,2275,32.81,10354.0965428228
178700.0,4.22,33,3064,32.81,9420.34904212671
177500.0,2.2284,25,2161,32.83,11840.3246559275
162300.0,4.5625,25,1756,32.82,8612.883280375
204000.0,4.7679,28,3436,32.81,8486.78520859568
207000.0,5.1491,33,5226,32.81,7553.47315289367
217100.0,5.5454,10,3821,32.8,8505.418792476
198500.0,3.8542,30,2456,32.8,8505.418792476
140400.0,3.2661,30,5201,32.79,8667.8506780549
123600.0,2.2663,44,2262,32.79,9583.98923361801
133300.0,2.1447,43,1269,32.79,9583.98923361801
187500.0,2.5682,25,1399,32.8,10369.566003906
157600.0,3.4706,20,2827,32.8,9437.23913975973
87500.0,2.75,27,1937,32.8,11302.2740302634
146300.0,3.7292,23,2395,32.8,11302.2740302634
178600.0,3.6375,24,3566,32.78,10479.7706666597
154300.0,3.3375,32,1731,32.79,10503.39674435
164100.0,2.3658,17,3845,32.78,9854.79970485368
165000.0,3.7381,34,2515,32.78,10479.7706666597
145200.0,2.2768,42,1104,32.78,9854.79970485368
166800.0,3.767,35,1399,32.77,9219.89671523212
164800.0,4.5481,6,3856,32.77,9219.89671523212
87500.0,2.7386,16,2374,32.77,9136.58711981436
158900.0,3.6492,8,3694,32.76,8025.56645685036
67500.0,2.6493,17,711,32.76,8025.56645685036
210000.0,3.0481,21,4185,32.78,8966.26916848942
200600.0,3.4,23,1215,32.77,9136.58711981436
302100.0,5.5413,26,2496,32.81,5688.10015389407
200000.0,3.8542,34,4854,32.8,6644.15007915331
300000.0,5.0958,16,2079,32.79,6850.6237169304
294100.0,4.2417,33,2573,32.8,6644.15007915331
289600.0,3.7102,34,1398,32.8,5715.474233258
166300.0,3.1304,16,2593,32.8,7574.29191554431
168400.0,2.3599,36,4018,32.8,6644.15007915331
235100.0,3.8571,36,1514,32.79,7756.13953970622
238400.0,3.3713,35,1788,32.79,7756.13953970622
276000.0,4.7788,31,3417,32.79,6850.6237169304
255600.0,4.5987,29,1213,32.79,6850.6237169304
192200.0,3.2312,34,757,32.79,6850.6237169304
252000.0,4.4097,34,4108,32.78,8088.16198428514
241600.0,4.0057,38,2662,32.78,7224.28001971878
238000.0,3.765,30,2747,32.77,8552.88776939052
151000.0,4.1368,16,3273,32.77,8552.88776939052
143800.0,3.8571,9,634,32.77,8552.88776939052
140600.0,2.4397,14,3575,32.77,8552.88776939052
137500.0,3.2679,30,156,32.77,7740.94695443107
196900.0,2.8621,31,1952,32.77,7740.94695443107
178300.0,3.1458,34,1629,32.81,11287.9821243356
166700.0,2.3578,41,1413,32.8,11302.2740302634
156900.0,2.1157,41,2423,32.8,12235.2760425711
179800.0,3.9417,33,2670,32.8,12235.2760425711
169600.0,2.5368,35,1267,32.8,12235.2760425711
188600.0,4.7813,35,3578,32.79,12068.3122212156
205100.0,5.25,25,1577,32.78,10717.0095391059
183000.0,5.282,31,984,32.79,12068.3122212156
177400.0,2.7652,19,2157,32.81,13156.0498775086
179100.0,4.4886,34,1748,32.81,12221.9741269006
108300.0,3.7237,15,1606,32.8,13168.5095459246
175300.0,4.5568,33,2731,32.8,13168.5095459246
174200.0,3.8719,29,2863,32.8,13817.762653955
166500.0,3.2308,26,2119,32.81,13156.0498775086
166300.0,3.8125,31,1727,32.8,13817.762653955
174900.0,3.9732,35,2129,32.8,13168.5095459246
174100.0,4.2098,35,1458,32.79,12416.581768465
173800.0,3.6458,35,1362,32.79,12416.581768465
124200.0,4.2621,4,2782,32.78,11850.7044363984
92200.0,2.9576,16,2056,32.77,9659.97041553757
288200.0,5.5673,7,6100,32.81,16161.8289678685
175000.0,2.6607,16,3980,32.82,14853.8261945532
112500.0,2.875,17,1787,32.82,14853.8261945532
67500.0,2.5953,15,3428,32.81,15024.3901128288
67500.0,3.2197,17,3890,32.8,14246.2543775747
131300.0,2.15,15,666,32.8,15239.8944342256
243000.0,6.04,16,4608,32.84,14111.5126956033
166500.0,4.375,16,4241,32.82,14853.8261945532
248100.0,6.2047,16,1049,32.83,15328.3388209713
179500.0,4.3783,16,4214,32.83,15328.3388209713
264000.0,4.8419,15,4138,32.83,16217.6469103493
278600.0,7.1298,16,1787,32.82,17458.7494823479
271700.0,5.9734,10,5177,32.82,17458.7494823479
260600.0,6.4335,7,13703,32.83,17111.7311497572
177400.0,6.0266,8,2205,32.83,20723.4200179697
477600.0,10.0,5,2234,32.91,17815.0907857707
436100.0,9.2858,6,6525,32.9,20362.1259000066
184500.0,3.625,25,2963,32.8,15796.4490203179
169700.0,2.8631,20,2183,32.79,14344.92627815
174100.0,4.7188,36,2163,32.8,15239.8944342256
178100.0,3.375,32,1587,32.8,15796.4490203179
96900.0,3.3849,16,2574,32.79,13284.389316361
129300.0,3.5179,16,1791,32.79,13284.389316361
73500.0,3.5562,16,2470,32.78,12347.756743713
133200.0,3.6528,16,2220,32.78,12347.756743713
171200.0,4.0982,36,1529,32.79,14344.92627815
170000.0,3.8333,36,1936,32.79,14344.92627815
177700.0,3.1964,31,2019,32.79,14344.92627815
165300.0,2.9881,28,1708,32.78,13482.2957341924
181000.0,5.1488,31,2550,32.8,16387.5143753245
168900.0,3.9828,36,2028,32.8,16387.5143753245
170800.0,3.9745,36,3583,32.79,15558.8313513408
195100.0,5.1782,23,2698,32.8,16387.5143753245
224200.0,4.3594,15,2000,32.81,17248.0979190447
234700.0,6.7927,17,3939,32.81,17840.0330601361
228600.0,5.6402,17,1885,32.81,18460.3869642171
180400.0,3.7167,17,1475,32.8,17659.119389202
222000.0,5.5,17,2247,32.8,17009.4932154577
277600.0,7.8336,25,2489,32.79,15558.8313513408
268300.0,4.7143,26,3725,32.78,14767.4201768245
222800.0,4.625,21,2919,32.78,14108.4938495399
306800.0,6.7196,23,2491,32.79,17596.8672931185
243400.0,5.7416,25,2504,32.8,18333.4541662753
94600.0,3.0035,16,1561,32.8,17659.119389202
249000.0,6.4797,25,1905,32.8,17659.119389202
330600.0,7.916,23,3309,32.8,17659.119389202
331800.0,8.7604,17,2524,32.79,16212.7048614896
391300.0,9.6023,21,3787,32.79,16212.7048614896
220800.0,4.8,31,2485,32.78,15454.8891301065
177200.0,4.1162,27,2369,32.8,19746.0336939883
220500.0,5.8683,26,3859,32.79,18321.3840037873
220000.0,4.3281,19,3866,32.8,19029.8710301697
146700.0,2.0337,11,1802,32.8,18333.4541662753
84200.0,3.1,17,1042,32.8,20479.8707778424
160200.0,2.6934,17,1558,32.8,20479.8707778424
168900.0,3.7159,20,2705,32.8,20479.8707778424
159300.0,4.3152,33,4015,32.79,19679.5171359474
